,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,city,state,sqft_free,$/ft2_living,$/ft,profit
1153,567000755,2014-12-05,450000.0,2,3.0,1790,1709,2.0,0,0,3,7,1400,390,2001,0,98144,47.5926,-122.296,1460,1462,Seattle,WA,-81,251.39664804469274,263.3118782913985,0
1154,567000775,2014-09-12,449000.0,2,2.5,1460,1296,2.0,0,0,3,8,1160,300,2008,0,98144,47.5923,-122.296,1460,1296,Seattle,WA,-164,307.5342465753425,346.45061728395063,0
1155,569000050,2014-07-03,565000.0,4,2.5,2230,8624,1.0,0,0,4,8,1430,800,1969,0,98052,47.6623,-122.152,1970,8402,Redmond,WA,6394,253.36322869955157,65.51484230055658,0
1156,573000490,2014-11-24,625000.0,3,2.25,1970,4564,1.0,0,0,3,8,1470,500,1959,0,98199,47.6703,-122.41,1980,5000,Seattle,WA,2594,317.25888324873097,136.9412795793164,0
1157,573000685,2014-07-17,805000.0,2,1.75,1550,6000,1.0,0,1,3,7,1550,0,1920,0,98199,47.6712,-122.409,2360,6000,Seattle,WA,4450,519.3548387096774,134.16666666666666,0
1158,579000096,2014-10-10,780000.0,3,1.5,1620,7500,1.0,0,2,4,8,1620,0,1949,0,98117,47.7014,-122.381,2440,7800,Seattle,WA,5880,481.48148148148147,104.0,0
1159,579000550,2014-11-07,440000.0,2,1.5,1080,6760,1.0,0,2,3,6,1080,0,1923,0,98117,47.7008,-122.386,2080,5800,Seattle,WA,5680,407.4074074074074,65.08875739644971,0
1160,579000595,2014-09-06,724000.0,2,1.0,1560,5000,1.5,0,1,4,7,1560,0,1942,0,98117,47.7006,-122.386,2620,5400,Seattle,WA,3440,464.1025641025641,144.8,0
1161,579002220,2014-08-27,808000.0,3,2.5,2550,6240,1.0,0,3,5,8,1750,800,1957,0,98117,47.6992,-122.387,2180,5200,Seattle,WA,3690,316.8627450980392,129.48717948717947,0
1162,579002600,2014-10-01,660000.0,3,1.75,1750,5200,1.0,0,1,4,8,1750,0,1956,0,98117,47.6995,-122.383,2060,5200,Seattle,WA,3450,377.14285714285717,126.92307692307692,0
1163,579002870,2014-05-06,612500.0,4,2.0,2060,5000,1.0,0,0,3,7,1030,1030,1949,2013,98117,47.6992,-122.379,1280,5000,Seattle,WA,2940,297.33009708737865,122.5,0
1164,579003240,2014-09-25,720000.0,4,2.25,2530,5200,1.0,0,1,4,8,1530,1000,1957,0,98117,47.6985,-122.382,2240,5200,Seattle,WA,2670,284.5849802371541,138.46153846153845,0
1165,579003610,2015-02-24,517500.0,3,1.5,1430,5200,1.0,0,3,4,7,1250,180,1940,0,98117,47.6988,-122.387,2210,6240,Seattle,WA,3770,361.8881118881119,99.51923076923077,0
1166,579003645,2014-08-15,750000.0,3,1.75,2280,7800,1.0,0,3,4,8,1360,920,1941,0,98117,47.6985,-122.387,2280,5200,Seattle,WA,5520,328.94736842105266,96.15384615384616,0
1167,582000010,2015-03-20,830200.0,3,2.5,2680,4990,1.0,0,0,5,8,1440,1240,1951,0,98199,47.6538,-122.393,2320,6000,Seattle,WA,2310,309.7761194029851,166.37274549098197,0
1168,582000065,2014-11-25,725000.0,4,1.75,2700,6000,1.0,0,0,4,8,1450,1250,1953,0,98199,47.6539,-122.395,2080,6000,Seattle,WA,3300,268.51851851851853,120.83333333333333,0
1169,582000135,2014-06-22,565000.0,2,1.75,1330,6000,1.0,0,0,4,7,960,370,1914,1945,98199,47.6539,-122.396,1620,6000,Seattle,WA,4670,424.812030075188,94.16666666666667,0
1170,582000185,2014-08-21,655000.0,3,1.75,1960,5520,1.0,0,0,4,7,1080,880,1952,0,98199,47.6535,-122.397,1720,5760,Seattle,WA,3560,334.18367346938777,118.65942028985508,0
1171,582000644,2015-05-01,872500.0,4,2.0,1990,6000,1.0,0,0,3,9,1260,730,1956,2015,98199,47.6515,-122.397,1770,6000,Seattle,WA,4010,438.4422110552764,145.41666666666666,0
1172,582000675,2014-09-08,580000.0,2,1.5,1990,6000,1.0,0,0,3,6,1430,560,1944,0,98199,47.6521,-122.398,1350,6000,Seattle,WA,4010,291.4572864321608,96.66666666666667,0
1173,585000008,2015-04-13,460000.0,2,1.0,1020,4002,1.0,0,0,5,7,1020,0,1953,0,98116,47.5828,-122.395,1780,5000,Seattle,WA,2982,450.98039215686276,114.94252873563218,0
1174,585000095,2014-12-16,625000.0,3,2.5,2180,5000,1.0,0,0,4,8,1240,940,1977,0,98116,47.5828,-122.396,2000,5000,Seattle,WA,2820,286.697247706422,125.0,0
1175,586000020,2014-08-28,830005.0,4,3.75,3610,7904,3.0,0,0,3,11,3290,320,1994,0,98117,47.6992,-122.385,2460,7300,Seattle,WA,4294,229.91828254847644,105.010754048583,0
1176,586470350,2015-04-03,342000.0,3,2.5,2430,5715,2.0,0,0,3,7,2430,0,1999,0,98030,47.3718,-122.168,3040,5702,Kent,WA,3285,140.74074074074073,59.84251968503937,0
1177,587550010,2015-01-16,570000.0,4,3.5,3990,23544,1.0,0,2,3,10,2300,1690,1999,0,98023,47.3245,-122.38,3410,15932,Federal Way,WA,19554,142.85714285714286,24.20998980632008,0
1178,587550280,2014-05-30,625000.0,4,3.25,4240,25639,2.0,0,3,3,10,3550,690,1989,0,98023,47.3241,-122.378,3590,24967,Federal Way,WA,21399,147.4056603773585,24.376925777136393,0
1179,587550340,2014-05-02,604000.0,3,2.5,3240,33151,2.0,0,2,3,10,3240,0,1995,0,98023,47.3256,-122.378,4050,24967,Federal Way,WA,29911,186.41975308641975,18.219661548671233,0
1180,587550470,2015-04-29,600000.0,3,2.75,3580,14217,2.0,0,3,4,10,2210,1370,1989,0,98023,47.3244,-122.379,3990,14674,Federal Way,WA,10637,167.5977653631285,42.20299641274531,0
1181,587800130,2014-12-31,330000.0,3,2.5,1990,9995,2.0,0,0,3,7,1990,0,1996,0,98198,47.383,-122.305,1680,7511,Seattle,WA,8005,165.82914572864323,33.01650825412706,0
1182,594000115,2014-05-12,615000.0,2,1.75,2040,28593,1.5,1,3,4,7,2040,0,1919,1990,98070,47.3979,-122.465,2040,35124,Vashon,WA,26553,301.47058823529414,21.508760885531423,0
1183,597000195,2015-02-03,527200.0,3,1.75,1460,4000,1.0,0,2,4,7,730,730,1929,0,98144,47.5768,-122.307,1360,4000,Seattle,WA,2540,361.09589041095893,131.8,0
1184,597000550,2014-09-19,350000.0,4,2.5,1530,2248,1.5,0,0,3,7,1530,0,1914,0,98144,47.5766,-122.309,1340,3700,Seattle,WA,718,228.75816993464053,155.69395017793593,0
1185,597000566,2015-04-28,335000.0,3,2.0,1340,1951,1.0,0,0,3,6,670,670,1915,0,98144,47.5763,-122.309,1520,2248,Seattle,WA,611,250.0,171.7068170169144,0
1186,597000593,2014-11-17,403000.0,2,1.5,1240,1101,2.0,0,0,3,8,1080,160,2009,0,98144,47.5758,-122.309,1530,1209,Seattle,WA,-139,325.0,366.03088101725706,0
1187,600000152,2014-06-02,404000.0,3,1.5,2030,8880,1.0,0,0,3,7,1330,700,1963,0,98108,47.5586,-122.311,2140,5592,Seattle,WA,6850,199.01477832512316,45.4954954954955,0
1188,603000150,2014-06-16,335000.0,3,1.5,2040,6000,1.0,0,0,3,7,1340,700,1957,0,98118,47.5218,-122.286,1190,6000,Seattle,WA,3960,164.2156862745098,55.833333333333336,0
1189,603000555,2015-03-02,462500.0,6,3.0,2390,4000,2.0,0,0,3,7,2390,0,2014,0,98118,47.5173,-122.286,1680,5000,Seattle,WA,1610,193.51464435146443,115.625,0
1190,603000926,2014-05-22,380000.0,5,3.5,2420,4670,2.0,0,0,3,7,2420,0,2013,0,98118,47.5241,-122.285,1430,4468,Seattle,WA,2250,157.02479338842974,81.37044967880085,0
1191,603001020,2015-04-16,338900.0,3,1.75,1180,4000,1.0,0,0,3,7,1040,140,1929,0,98118,47.5226,-122.284,1430,4000,Seattle,WA,2820,287.20338983050846,84.725,0
1192,603001045,2015-04-29,256000.0,3,1.0,950,4000,1.0,0,0,3,7,780,170,1949,0,98118,47.5232,-122.284,1230,4000,Seattle,WA,3050,269.4736842105263,64.0,0
1193,603001050,2014-07-23,230000.0,2,1.0,1430,4000,1.0,0,0,3,7,930,500,1949,0,98118,47.5233,-122.284,1110,4000,Seattle,WA,2570,160.83916083916083,57.5,0
1194,613400030,2014-10-24,360000.0,3,2.75,2030,6840,1.0,0,0,3,7,1210,820,1979,0,98108,47.5413,-122.299,1910,6365,Seattle,WA,4810,177.3399014778325,52.63157894736842,0
1195,616000140,2015-01-26,315000.0,3,1.0,1900,14400,1.0,0,0,4,7,1300,600,1954,0,98166,47.4147,-122.337,1940,14400,Seattle,WA,12500,165.78947368421052,21.875,0
1196,616000160,2014-12-10,381000.0,3,2.0,1770,14400,1.0,0,0,4,8,1770,0,1959,0,98166,47.415,-122.337,1900,14400,Seattle,WA,12630,215.25423728813558,26.458333333333332,0
1197,616000200,2014-08-22,452500.0,3,1.75,2040,15695,1.0,0,0,4,8,2040,0,1959,0,98166,47.4155,-122.339,2280,14400,Seattle,WA,13655,221.81372549019608,28.830837846447913,0
1198,617000030,2014-12-23,887500.0,3,3.0,4230,54977,2.0,0,3,3,9,3780,450,1951,2000,98166,47.4176,-122.343,2880,27201,Seattle,WA,50747,209.81087470449174,16.14311439329174,0
1199,617000089,2014-11-17,274000.0,2,1.0,820,6200,1.0,0,0,4,6,820,0,1954,0,98166,47.4163,-122.34,1410,14000,Seattle,WA,5380,334.1463414634146,44.193548387096776,0
1200,619000045,2014-09-22,404000.0,3,1.75,1410,15210,1.0,0,0,3,7,1410,0,1950,2014,98166,47.4181,-122.339,1970,16290,Seattle,WA,13800,286.5248226950355,26.561472715318867,0
1201,619000100,2014-07-24,419000.0,3,1.75,2140,15030,1.0,0,0,4,7,1570,570,1958,0,98166,47.4181,-122.338,2170,15030,Seattle,WA,12890,195.79439252336448,27.877578176979373,0
1202,619079016,2014-06-02,687000.0,4,3.25,4400,186846,2.0,0,0,4,9,4400,0,1993,0,98022,47.1593,-121.957,2280,186846,Enumclaw,WA,182446,156.13636363636363,3.676824764779551,0
1203,621049103,2014-07-09,305000.0,3,1.5,1800,12196,1.0,0,0,4,7,1800,0,1966,0,98023,47.333,-122.345,1490,11730,Federal Way,WA,10396,169.44444444444446,25.008199409642504,0
1204,621069039,2015-02-20,327000.0,4,2.25,1620,106722,1.0,0,0,3,8,1200,420,1980,0,98042,47.3394,-122.091,1620,38400,Kent,WA,105102,201.85185185185185,3.064035531567999,0
1205,621069074,2014-06-03,365000.0,3,2.5,1720,99916,2.0,0,0,4,7,1720,0,1990,0,98042,47.3391,-122.093,1340,73180,Kent,WA,98196,212.2093023255814,3.6530685776051883,0
1206,621069102,2015-03-16,260000.0,3,1.0,1300,10139,1.0,0,0,3,7,1300,0,1962,2007,98042,47.3427,-122.087,1260,10139,Kent,WA,8839,200.0,25.64355459118256,0
1207,621069113,2014-12-18,200000.0,3,1.5,1090,10454,1.0,0,0,3,6,1090,0,1963,0,98042,47.3425,-122.082,1230,12196,Kent,WA,9364,183.4862385321101,19.13143294432753,0
1208,621069146,2014-08-18,311000.0,2,1.75,1180,55321,1.0,0,0,3,8,1180,0,1941,2004,98042,47.3329,-122.091,1480,56192,Kent,WA,54141,263.5593220338983,5.621734965022324,0
1209,621069154,2014-07-21,226000.0,4,1.5,1200,10890,1.0,0,0,5,7,1200,0,1972,0,98042,47.3423,-122.088,1250,10139,Kent,WA,9690,188.33333333333334,20.752984389348025,0
1210,621069218,2015-02-19,410000.0,5,2.5,2670,184140,1.0,0,0,3,8,1410,1260,1980,0,98042,47.3429,-122.097,1860,35719,Kent,WA,181470,153.55805243445693,2.226566742695775,0
1211,622049106,2014-12-02,570000.0,6,2.5,3370,15625,1.0,0,0,3,8,1770,1600,1964,0,98166,47.4223,-122.343,2790,15681,Seattle,WA,12255,169.13946587537092,36.48,0
1212,622059019,2014-09-19,220000.0,5,1.5,1830,94960,1.5,0,0,3,7,1830,0,1929,0,98031,47.4218,-122.218,1440,16365,Kent,WA,93130,120.21857923497268,2.316764953664701,0
1213,622059031,2014-06-04,759600.0,4,1.0,1540,115434,1.5,0,0,4,7,1540,0,1923,0,98031,47.4163,-122.22,2027,23522,Kent,WA,113894,493.24675324675326,6.580383595820988,0
1214,622069123,2014-08-19,429000.0,3,2.0,1700,52826,1.0,0,0,3,7,1700,0,1991,0,98058,47.4164,-122.092,2480,114728,Renton,WA,51126,252.35294117647058,8.121001022223904,0
1215,622079089,2014-06-16,375000.0,4,2.5,2040,109336,1.5,0,0,4,8,2040,0,1973,0,98038,47.4193,-121.958,2370,133729,Maple Valley,WA,107296,183.8235294117647,3.4297943952586523,0
1216,622100074,2014-11-10,720000.0,3,2.75,2440,76531,1.0,0,0,3,10,1640,800,1980,0,98072,47.7672,-122.161,1890,10042,Woodinville,WA,74091,295.08196721311475,9.407952333041512,0
1217,622100092,2014-07-16,440000.0,3,1.75,1950,19747,1.0,0,0,3,7,1150,800,1979,0,98072,47.7685,-122.162,2560,9674,Woodinville,WA,17797,225.64102564102564,22.28186559983795,0
1218,622100130,2014-09-17,365000.0,2,2.0,1440,15000,1.0,0,0,3,7,1440,0,1985,0,98072,47.7648,-122.159,1780,15000,Woodinville,WA,13560,253.47222222222223,24.333333333333332,0
1219,623039026,2014-11-25,645000.0,2,2.25,2770,11884,1.0,0,3,4,8,1570,1200,1969,0,98070,47.5098,-122.474,2310,17097,Vashon,WA,9114,232.8519855595668,54.27465499831707,0
1220,623049047,2014-10-23,310000.0,3,2.0,2610,12180,1.0,0,0,3,7,1670,940,1918,0,98146,47.5063,-122.346,1520,12180,Seattle,WA,9570,118.77394636015326,25.451559934318556,0
1221,623049093,2014-05-22,219900.0,3,1.0,910,6000,1.0,0,0,2,6,910,0,1956,0,98146,47.5065,-122.338,1090,6957,Seattle,WA,5090,241.64835164835165,36.65,0
1222,623049094,2014-05-16,180000.0,3,1.0,1000,18513,1.0,0,0,3,6,1000,0,1940,0,98146,47.5118,-122.348,1280,8113,Seattle,WA,17513,180.0,9.722897423432183,0
1223,623049185,2014-07-02,185000.0,5,1.0,1590,6700,1.5,0,0,3,6,1090,500,1942,0,98146,47.5075,-122.35,1370,8040,Seattle,WA,5110,116.35220125786164,27.611940298507463,0
1224,623049232,2014-07-15,115000.0,2,0.75,550,7980,1.0,0,0,3,5,550,0,1952,0,98146,47.511,-122.348,1330,7980,Seattle,WA,7430,209.0909090909091,14.411027568922306,0
1225,623049273,2014-11-21,225000.0,3,1.75,1550,9060,2.0,0,0,3,7,1550,0,1948,1979,98146,47.5093,-122.345,1080,7620,Seattle,WA,7510,145.16129032258064,24.834437086092716,0
1226,623049315,2014-07-01,330000.0,3,2.5,1680,11312,1.0,0,0,3,7,1080,600,1959,0,98146,47.5051,-122.344,1390,10700,Seattle,WA,9632,196.42857142857142,29.172560113154173,0
1227,623049341,2014-10-22,260000.0,3,2.0,1030,7260,1.0,0,0,3,6,1030,0,1947,0,98146,47.5113,-122.347,1380,8100,Seattle,WA,6230,252.4271844660194,35.81267217630854,0
1228,623059016,2014-07-17,1100000.0,4,3.25,3190,11774,2.0,1,4,3,8,2610,580,1956,1991,98178,47.5033,-122.225,2240,8725,Seattle,WA,8584,344.82758620689657,93.42619330728725,0
1229,623069068,2014-06-27,425000.0,3,1.0,1520,213444,1.5,0,3,5,8,1520,0,1988,0,98027,47.5081,-122.093,2640,213444,Issaquah,WA,211924,279.60526315789474,1.991154588557186,0
1230,624069003,2015-01-02,829000.0,4,2.75,2970,59677,1.0,0,2,4,8,1610,1360,1973,0,98075,47.5953,-122.08,2930,42489,Sammamish,WA,56707,279.1245791245791,13.891448966938686,0
1231,624069098,2015-01-21,621500.0,3,1.75,2570,39634,2.0,0,0,3,8,2570,0,1984,0,98075,47.596,-122.08,2990,39634,Sammamish,WA,37064,241.82879377431905,15.680980975929756,0
1232,624100010,2014-12-08,645000.0,3,2.5,2930,19900,1.5,0,0,3,9,2930,0,1983,0,98077,47.7234,-122.066,3160,20492,Not found,Not found,16970,220.13651877133105,32.41206030150754,0
1233,624100950,2015-03-11,850000.0,3,2.25,3000,18450,1.0,0,0,3,10,3000,0,1983,0,98077,47.7274,-122.062,2980,12304,Not found,Not found,15450,283.3333333333333,46.070460704607044,0
1234,624100990,2014-09-29,725000.0,4,3.0,2420,12000,1.0,0,0,3,9,2420,0,1984,0,98077,47.7267,-122.063,3100,13020,Not found,Not found,9580,299.58677685950414,60.416666666666664,0
1235,624101110,2014-10-02,725000.0,4,2.25,3440,14237,2.0,0,0,3,9,3440,0,1982,0,98077,47.7241,-122.065,3250,18365,Not found,Not found,10797,210.75581395348837,50.92364964529044,0
1236,624110020,2014-09-25,730000.0,3,3.0,3460,13129,2.0,0,0,3,9,2560,900,1988,0,98077,47.7315,-122.058,3460,12568,Not found,Not found,9669,210.98265895953756,55.602102216467365,0
1237,624110050,2014-06-04,760000.0,4,2.75,3370,12447,2.0,0,0,3,10,3370,0,1991,0,98077,47.7309,-122.058,3700,13129,Not found,Not found,9077,225.5192878338279,61.05888969229533,0
1238,624110110,2015-02-22,1063000.0,5,4.5,4820,13165,2.0,0,0,4,11,3950,870,1990,0,98077,47.7295,-122.057,3880,13810,Not found,Not found,8345,220.53941908713693,80.74439802506646,0
1239,624110450,2015-02-25,835000.0,4,2.0,3390,16025,2.0,0,0,4,10,3390,0,1987,0,98077,47.7222,-122.056,3950,15277,Not found,Not found,12635,246.3126843657817,52.106084243369736,0
1240,624110540,2014-12-05,1175000.0,4,3.25,4060,20822,2.0,0,0,3,10,4060,0,1991,0,98077,47.7213,-122.055,4170,23958,Not found,Not found,16762,289.4088669950739,56.43069829987513,0
1241,624110610,2014-05-15,1085000.0,4,3.25,3740,12080,1.0,0,0,3,10,2000,1740,1988,0,98077,47.7214,-122.056,4210,15277,Not found,Not found,8340,290.10695187165777,89.81788079470199,0
1242,624110810,2015-03-25,1070000.0,3,3.25,3730,13264,2.0,0,0,3,9,3730,0,1989,0,98077,47.7246,-122.059,3730,14933,Not found,Not found,9534,286.8632707774799,80.66948130277443,0
1243,624110860,2015-04-27,1150000.0,4,3.5,3760,20609,2.0,0,0,3,11,3760,0,1990,0,98077,47.7255,-122.059,3360,15761,Not found,Not found,16849,305.8510638297872,55.8008637003251,0
1244,624110920,2014-07-25,762500.0,3,2.25,3330,15258,2.0,0,0,3,10,3330,0,1986,0,98077,47.7262,-122.06,3360,14850,Not found,Not found,11928,228.97897897897897,49.973784244330844,0
1245,624110930,2014-07-24,845000.0,3,3.5,3460,15745,2.0,0,0,3,10,3460,0,1986,0,98077,47.7262,-122.06,3350,14825,Not found,Not found,12285,244.21965317919074,53.667831057478566,0
1246,624111000,2014-08-05,950000.0,3,3.0,4040,14338,2.0,0,0,3,10,3030,1010,1986,0,98077,47.7268,-122.06,3360,14142,Not found,Not found,10298,235.14851485148515,66.2574975589343,0
1247,625049153,2014-06-03,605000.0,3,2.0,2060,4040,1.0,0,0,4,8,1120,940,1947,0,98103,47.6798,-122.352,1500,4000,Seattle,WA,1980,293.68932038834953,149.75247524752476,0
1248,625049274,2015-03-03,720000.0,3,2.0,1590,5200,1.0,0,0,3,7,1320,270,1939,0,98103,47.6864,-122.341,1620,5150,Seattle,WA,3610,452.8301886792453,138.46153846153845,0
1249,625049281,2014-05-21,535000.0,2,1.0,1030,4841,1.0,0,0,3,7,920,110,1939,0,98103,47.686,-122.341,1530,4944,Seattle,WA,3811,519.4174757281553,110.51435653790539,0
1250,625049286,2014-08-15,640000.0,3,1.0,1530,4944,1.0,0,0,3,7,1530,0,1950,0,98103,47.6857,-122.341,1500,4944,Seattle,WA,3414,418.30065359477123,129.44983818770226,0
1251,625049299,2014-12-03,482000.0,2,1.0,950,3960,1.0,0,0,3,7,950,0,1941,0,98103,47.6885,-122.337,1320,4050,Seattle,WA,3010,507.36842105263156,121.71717171717172,0
1252,625049310,2015-03-11,587750.0,2,1.0,890,4730,1.0,0,0,3,7,890,0,1941,0,98103,47.6876,-122.341,1330,5904,Seattle,WA,3840,660.3932584269663,124.26004228329809,0
1253,625049313,2014-09-02,460000.0,3,1.0,1140,4600,1.0,0,0,3,7,1140,0,1942,0,98103,47.6897,-122.337,1370,5000,Seattle,WA,3460,403.50877192982455,100.0,0
1254,625049318,2014-08-04,605000.0,4,2.0,1820,7626,1.0,0,0,5,7,990,830,1941,0,98103,47.6878,-122.342,1390,5904,Seattle,WA,5806,332.4175824175824,79.33385785470757,0
1255,625049359,2014-12-03,515000.0,3,2.25,1300,1180,3.0,0,0,3,8,1300,0,2008,0,98103,47.6871,-122.339,1300,1174,Seattle,WA,-120,396.15384615384613,436.4406779661017,0
1256,625059051,2014-09-03,2350000.0,4,2.25,4370,22863,2.5,0,3,4,10,3670,700,1907,1994,98033,47.6878,-122.215,2980,22863,Kirkland,WA,18493,537.7574370709382,102.7861610462319,0
1257,625069064,2015-05-07,625000.0,3,2.25,2570,47480,1.0,0,0,3,9,2570,0,1979,0,98053,47.6854,-122.079,2570,106722,Redmond,WA,44910,243.19066147859922,13.163437236731255,0
1258,625100004,2015-03-17,450000.0,3,2.0,1540,67756,1.0,0,0,3,7,1540,0,1900,1973,98077,47.721,-122.078,2060,67756,Not found,Not found,66216,292.2077922077922,6.6414782454690355,0
1259,625100181,2014-05-08,535000.0,4,2.5,2280,65836,2.0,0,0,3,8,2280,0,2004,0,98077,47.7237,-122.076,2300,97574,Not found,Not found,63556,234.64912280701753,8.126253113797922,0
1260,626049058,2015-05-04,275000.0,5,2.5,2570,17234,1.0,0,0,3,7,1300,1270,1959,0,98133,47.7753,-122.355,1760,7969,Seattle,WA,14664,107.00389105058366,15.956829523035859,0
1261,626049091,2014-06-27,275500.0,2,1.0,720,11400,1.0,0,0,5,6,720,0,1951,0,98133,47.7641,-122.341,1690,8075,Seattle,WA,10680,382.6388888888889,24.166666666666668,0
1262,626049102,2015-03-24,397950.0,4,1.75,2360,8116,1.0,0,0,4,7,1180,1180,1916,1970,98133,47.7635,-122.335,1670,8160,Seattle,WA,5756,168.6228813559322,49.03277476589453,0
1263,626049115,2014-11-05,405000.0,4,2.5,2620,8960,1.0,0,0,5,7,1520,1100,1955,0,98133,47.7642,-122.335,1880,8960,Seattle,WA,6340,154.5801526717557,45.200892857142854,0
1264,626059127,2014-11-17,614000.0,3,2.5,2830,5831,2.0,0,0,3,9,2830,0,2010,0,98011,47.7744,-122.224,2830,6064,Bothell,WA,3001,216.96113074204948,105.29926256216773,0
1265,626059155,2014-12-10,315000.0,3,1.75,1010,12000,1.0,0,0,4,7,1010,0,1977,0,98011,47.77,-122.207,1080,10619,Bothell,WA,10990,311.8811881188119,26.25,0
1266,626059220,2015-05-06,532500.0,4,2.0,2220,23750,1.0,0,0,3,7,2220,0,1963,0,98011,47.7759,-122.214,2650,21167,Bothell,WA,21530,239.86486486486487,22.42105263157895,0
1267,626059276,2014-05-30,458000.0,5,2.5,3090,23265,1.0,0,0,3,8,2990,100,1957,0,98011,47.7709,-122.212,2560,18773,Bothell,WA,20175,148.2200647249191,19.68622394154309,0
1268,626059317,2014-11-20,375000.0,3,1.75,1430,10574,2.0,0,0,3,7,1430,0,1981,0,98011,47.7668,-122.218,1900,10450,Bothell,WA,9144,262.23776223776224,35.4643465103083,0
1269,626059335,2014-09-04,527000.0,4,2.25,2330,19436,2.0,0,0,3,8,2330,0,1987,0,98011,47.7663,-122.215,1910,10055,Bothell,WA,17106,226.1802575107296,27.114632640461,0
1270,626059365,2015-04-12,699000.0,3,3.5,3200,10344,2.0,0,0,3,10,3200,0,2007,0,98011,47.7636,-122.216,2550,20152,Bothell,WA,7144,218.4375,67.5754060324826,0
1271,626100023,2014-06-11,600000.0,5,2.75,2910,53898,1.0,0,0,5,7,1510,1400,1979,0,98077,47.7201,-122.062,3210,216928,Not found,Not found,50988,206.18556701030928,11.132138483802738,0
1272,626400020,2014-09-18,734000.0,4,2.5,3490,18521,2.0,0,0,4,9,3490,0,1990,0,98077,47.7406,-122.07,2850,18521,Not found,Not found,15031,210.31518624641834,39.63068948760866,0
1273,626710220,2014-08-13,475000.0,3,2.5,2160,35912,2.0,0,0,3,8,2160,0,1982,0,98077,47.7273,-122.083,2230,35244,Not found,Not found,33752,219.90740740740742,13.226776564936511,0
1274,627300105,2014-07-29,930000.0,4,3.0,2900,10400,1.0,0,3,5,8,1530,1370,1959,0,98008,47.5854,-122.114,2820,10400,Bellevue,WA,7500,320.6896551724138,89.42307692307692,0
1275,627300190,2014-08-12,839000.0,4,2.75,2400,12469,1.0,0,2,4,8,1760,640,1958,0,98008,47.5861,-122.112,2400,10400,Bellevue,WA,10069,349.5833333333333,67.28687144117411,0
1276,627300195,2015-03-03,750000.0,5,2.5,3240,9960,1.0,0,1,3,8,2020,1220,1958,0,98008,47.5858,-122.112,2730,10400,Bellevue,WA,6720,231.4814814814815,75.3012048192771,0
1277,629000410,2015-02-17,915000.0,3,2.75,2800,9750,1.0,0,0,5,7,1400,1400,1957,0,98004,47.5862,-122.202,2800,9530,Bellevue,WA,6950,326.7857142857143,93.84615384615384,0
1278,629000510,2014-07-30,1185000.0,4,2.75,3020,8622,2.0,0,0,3,9,3020,0,1976,2003,98004,47.5866,-122.201,3060,14303,Bellevue,WA,5602,392.3841059602649,137.4391092553932,0
1279,629000605,2015-02-27,1398000.0,3,2.5,2910,10044,2.0,0,0,4,10,2910,0,1989,0,98004,47.5845,-122.199,2420,12287,Bellevue,WA,7134,480.41237113402065,139.18757467144565,0
1280,629000615,2014-10-22,1495000.0,4,3.25,3070,10375,2.0,0,0,3,10,2180,890,1962,2005,98004,47.5862,-122.198,2500,11194,Bellevue,WA,7305,486.9706840390879,144.09638554216866,0
1281,629000704,2014-07-29,1000000.0,4,2.0,1780,15648,1.5,0,0,5,8,1780,0,1918,0,98004,47.5849,-122.198,2320,14963,Bellevue,WA,13868,561.7977528089888,63.90593047034765,0
1282,629000730,2014-05-28,745000.0,3,1.75,1490,9800,1.0,0,0,4,7,1140,350,1947,0,98004,47.584,-122.198,2310,9800,Bellevue,WA,8310,500.0,76.0204081632653,0
1283,629400340,2014-12-22,750000.0,4,2.75,3430,13907,2.0,0,0,3,11,3430,0,1995,0,98075,47.5879,-121.993,3250,13851,Sammamish,WA,10477,218.6588921282799,53.92967570288344,0
1284,629400480,2014-06-19,775000.0,4,2.75,3010,15992,2.0,0,0,3,11,3010,0,1996,0,98075,47.5895,-121.994,3330,12333,Sammamish,WA,12982,257.4750830564784,48.46173086543271,0
1285,629410130,2014-05-14,707000.0,4,3.25,3200,7081,2.0,0,0,3,9,3200,0,2004,0,98075,47.5886,-121.989,3120,6094,Sammamish,WA,3881,220.9375,99.84465470978675,0
1286,629410180,2014-12-08,697000.0,4,2.5,3220,6399,2.0,0,0,3,9,3220,0,2004,0,98075,47.5883,-121.991,2850,6399,Sammamish,WA,3179,216.45962732919256,108.923269260822,0
1287,629410190,2014-06-19,712000.0,3,2.75,3200,6699,2.0,0,0,3,9,3200,0,2004,0,98075,47.5884,-121.991,3020,6699,Sammamish,WA,3499,222.5,106.28452007762353,0
1288,629420080,2014-08-20,731000.0,4,2.5,3070,5936,2.0,0,0,3,9,3070,0,2005,0,98075,47.5902,-121.988,3160,5936,Sammamish,WA,2866,238.11074918566774,123.14690026954177,0
1289,629420100,2014-09-26,722000.0,4,2.75,3190,5408,2.0,0,0,3,9,3190,0,2005,0,98075,47.5903,-121.988,3160,5773,Sammamish,WA,2218,226.33228840125392,133.5059171597633,0
