,id,zipcode,city,price_min,price_mean,price_max,$/ft2_living_mean,profit_max,profit_min
5238,2149800148,98002,Auburn,257200.0,257200.0,257200.0,139.02702702702703,0,0
5228,2143700830,98055,Renton,370000.0,370000.0,370000.0,176.1904761904762,0,0
5240,2154550020,98031,Kent,250000.0,250000.0,250000.0,139.66480446927375,0,0
5247,2155500030,98059,Renton,380000.0,380000.0,380000.0,220.93023255813952,0,0
5249,2158900095,98112,Seattle,605000.0,605000.0,605000.0,390.3225806451613,0,0
5271,2172000750,98178,Seattle,160000.0,160000.0,160000.0,135.59322033898306,0,0
5252,2159800120,98007,Bellevue,801501.0,801501.0,801501.0,356.22266666666667,0,0
5253,2159900020,98007,Bellevue,445000.0,445000.0,445000.0,294.70198675496687,0,0
5254,2159900060,98007,Bellevue,451101.0,451101.0,451101.0,298.74238410596024,0,0
5255,2159900120,98007,Bellevue,419000.0,419000.0,419000.0,285.03401360544217,0,0
5256,2161400060,98030,Kent,338900.0,338900.0,338900.0,175.05165289256198,0,0
5257,2162000160,98040,Mercer Island,992000.0,992000.0,992000.0,336.271186440678,0,0
5258,2162000190,98040,Mercer Island,693000.0,693000.0,693000.0,326.8867924528302,0,0
5251,2158900290,98112,Seattle,920000.0,920000.0,920000.0,497.2972972972973,0,0
5259,2162000260,98040,Mercer Island,699000.0,699000.0,699000.0,255.1094890510949,0,0
5261,2163900028,98102,Seattle,350000.0,350000.0,350000.0,327.10280373831773,0,0
5262,2163900081,98102,Seattle,1080000.0,1080000.0,1080000.0,542.713567839196,0,0
5263,2171400126,98178,Seattle,269000.0,269000.0,269000.0,159.1715976331361,0,0
5264,2171400197,98178,Seattle,350000.0,350000.0,350000.0,138.88888888888889,0,0
5265,2171400199,98178,Seattle,277554.0,277554.0,277554.0,118.10808510638297,0,0
5266,2171400218,98178,Seattle,245000.0,245000.0,245000.0,191.40625,0,0
5248,2156500220,98052,Redmond,555000.0,555000.0,555000.0,255.76036866359448,0,0
5260,2163300130,98031,Kent,386000.0,386000.0,386000.0,140.87591240875912,0,0
5250,2158900140,98112,Seattle,695000.0,695000.0,695000.0,292.01680672268907,0,0
5267,2172000035,98178,Seattle,190000.0,190000.0,190000.0,204.30107526881721,0,0
5268,2172000075,98178,Seattle,290900.0,290900.0,290900.0,180.6832298136646,0,0
5272,2172000846,98178,Seattle,248000.0,248000.0,248000.0,119.23076923076923,0,0
5273,2172000890,98178,Seattle,385000.0,385000.0,385000.0,150.390625,0,0
5274,2172000894,98178,Seattle,225000.0,225000.0,225000.0,180.0,0,0
5275,2174503441,98040,Mercer Island,650000.0,650000.0,650000.0,471.0144927536232,0,0
5276,2174503500,98040,Mercer Island,550000.0,550000.0,550000.0,410.44776119402985,0,0
5277,2175100205,98040,Mercer Island,1298890.0,1298890.0,1298890.0,482.85873605947955,0,0
5270,2172000570,98178,Seattle,317000.0,317000.0,317000.0,134.32203389830508,0,0
5278,2175100270,98040,Mercer Island,1025000.0,1025000.0,1025000.0,388.25757575757575,0,0
5280,2185000685,98108,Seattle,208417.0,208417.0,208417.0,248.1154761904762,0,0
5281,2188200785,98023,Federal Way,196000.0,196000.0,196000.0,222.72727272727272,0,0
5282,2188201010,98023,Federal Way,245000.0,245000.0,245000.0,160.13071895424838,0,0
5283,2190600243,98003,Federal Way,210000.0,210000.0,210000.0,150.0,0,0
5284,2190601049,98003,Federal Way,212000.0,212000.0,212000.0,209.9009900990099,0,0
5285,2190601055,98003,Federal Way,314900.0,314900.0,314900.0,116.62962962962963,0,0
5286,2191600780,98003,Federal Way,219000.0,219000.0,219000.0,208.57142857142858,0,0
5279,2180001080,98023,Federal Way,277500.0,277500.0,277500.0,220.23809523809524,0,0
5269,2172000285,98178,Seattle,254500.0,254500.0,254500.0,221.30434782608697,0,0
5231,2143701015,98055,Renton,290500.0,290500.0,290500.0,115.73705179282868,0,0
5856,2425059173,98008,Bellevue,750000.0,750000.0,750000.0,295.2755905511811,0,0
5230,2143700935,98055,Renton,317000.0,317000.0,317000.0,149.52830188679246,0,0
5288,2193300620,98052,Redmond,403000.0,403000.0,403000.0,219.02173913043478,0,0
5293,2193330030,98052,Redmond,688100.0,688100.0,688100.0,290.337552742616,0,0
5294,2193330090,98052,Redmond,684000.0,684000.0,684000.0,273.6,0,0
5295,2193340120,98052,Redmond,572000.0,572000.0,572000.0,312.56830601092895,0,0
5296,2193340140,98052,Redmond,540000.0,540000.0,540000.0,291.8918918918919,0,0
5297,2193340260,98052,Redmond,596500.0,596500.0,596500.0,337.00564971751413,0,0
5308,2201500240,98006,Bellevue,475000.0,475000.0,475000.0,376.984126984127,0,0
5298,2194100050,98040,Mercer Island,850000.0,850000.0,850000.0,267.29559748427675,0,0
5292,2193320450,98052,Redmond,655000.0,655000.0,655000.0,254.86381322957197,0,0
5300,2195700230,98072,Woodinville,700000.0,700000.0,700000.0,245.6140350877193,0,0
5302,2195900010,98059,Renton,270000.0,270000.0,270000.0,175.32467532467533,0,0
5303,2197600388,98122,Seattle,350000.0,350000.0,350000.0,421.68674698795184,0,0
5304,2197600451,98122,Seattle,631000.0,631000.0,631000.0,277.9735682819383,0,0
5305,2200500350,98006,Bellevue,500000.0,500000.0,500000.0,304.8780487804878,0,0
5306,2201500030,98006,Bellevue,420000.0,420000.0,420000.0,240.0,0,0
5299,2195700050,98072,Woodinville,810000.0,810000.0,810000.0,232.75862068965517,0,0
5328,2205500080,98006,Bellevue,483300.0,483300.0,483300.0,399.42148760330576,0,0
5301,2195700270,98072,Woodinville,665000.0,665000.0,665000.0,254.78927203065135,0,0
5329,2205500335,98006,Bellevue,420000.0,420000.0,420000.0,216.49484536082474,0,0
5291,2193320210,98052,Redmond,552500.0,552500.0,552500.0,238.14655172413794,0,0
5309,2201500440,98006,Bellevue,345000.0,345000.0,345000.0,278.2258064516129,0,0
5313,2201500680,98006,Bellevue,501000.0,501000.0,501000.0,338.5135135135135,0,0
5314,2201500980,98006,Bellevue,450000.0,450000.0,450000.0,333.3333333333333,0,0
5315,2201501015,98006,Bellevue,430000.0,430000.0,430000.0,223.95833333333334,0,0
5316,2202500025,98006,Bellevue,550000.0,550000.0,550000.0,227.27272727272728,0,0
5317,2202500080,98006,Bellevue,248000.0,248000.0,248000.0,261.05263157894734,0,0
5310,2201500450,98006,Bellevue,473000.0,473000.0,473000.0,369.53125,0,0
5318,2202500110,98006,Bellevue,430000.0,430000.0,430000.0,254.4378698224852,0,0
5307,2201500185,98006,Bellevue,397500.0,397500.0,397500.0,385.92233009708735,0,0
5320,2202500150,98006,Bellevue,375000.0,375000.0,375000.0,304.8780487804878,0,0
5322,2202500290,98006,Bellevue,435000.0,435000.0,435000.0,300.0,0,0
5323,2203500140,98006,Bellevue,320000.0,320000.0,320000.0,290.90909090909093,0,0
5324,2203500570,98006,Bellevue,437000.0,437000.0,437000.0,257.05882352941177,0,0
5325,2204500480,98006,Bellevue,551100.0,551100.0,551100.0,385.38461538461536,0,0
5326,2204500550,98006,Bellevue,425000.0,425000.0,425000.0,236.11111111111111,0,0
5319,2202500135,98006,Bellevue,333000.0,333000.0,333000.0,268.5483870967742,0,0
5327,2205500030,98006,Bellevue,331500.0,331500.0,331500.0,195.0,0,0
5321,2202500255,98006,Bellevue,335000.0,335000.0,335000.0,276.8595041322314,0,0
5330,2205500355,98006,Bellevue,455000.0,455000.0,455000.0,267.6470588235294,0,0
5352,2207100165,98007,Bellevue,475000.0,475000.0,475000.0,300.63291139240505,0,0
5353,2207100255,98007,Bellevue,395300.0,395300.0,395300.0,352.94642857142856,0,0
5334,2205700180,98006,Bellevue,545000.0,545000.0,545000.0,338.50931677018633,0,0
5335,2205700345,98006,Bellevue,500000.0,500000.0,500000.0,294.11764705882354,0,0
5336,2205700350,98006,Bellevue,378500.0,378500.0,378500.0,222.64705882352942,0,0
5337,2205700405,98006,Bellevue,479000.0,479000.0,479000.0,357.46268656716416,0,0
5338,2205700470,98006,Bellevue,650500.0,650500.0,650500.0,165.94387755102042,0,0
5339,2206500105,98006,Bellevue,290000.0,290000.0,290000.0,302.0833333333333,0,0
5340,2206500110,98006,Bellevue,508450.0,508450.0,508450.0,334.50657894736844,0,0
5333,2205500575,98006,Bellevue,390000.0,390000.0,390000.0,325.0,0,0
5341,2206500300,98006,Bellevue,565000.0,565000.0,565000.0,295.81151832460733,0,0
5343,2206500430,98006,Bellevue,525000.0,525000.0,525000.0,307.0175438596491,0,0
5344,2206500550,98006,Bellevue,375000.0,375000.0,375000.0,360.5769230769231,0,0
5345,2206700070,98006,Bellevue,435000.0,435000.0,435000.0,388.39285714285717,0,0
5346,2206700165,98006,Bellevue,450000.0,450000.0,450000.0,296.05263157894734,0,0
5347,2206700215,98006,Bellevue,550000.0,550000.0,550000.0,265.7004830917874,0,0
5290,2193310320,98052,Redmond,595000.0,595000.0,595000.0,255.3648068669528,0,0
5289,2193310300,98052,Redmond,510000.0,510000.0,510000.0,356.64335664335664,0,0
5342,2206500395,98006,Bellevue,417000.0,417000.0,417000.0,311.1940298507463,0,0
5332,2205500540,98006,Bellevue,365000.0,365000.0,365000.0,200.54945054945054,0,0
5331,2205500400,98006,Bellevue,542000.0,542000.0,542000.0,285.2631578947368,0,0
5348,2206700280,98006,Bellevue,390000.0,390000.0,390000.0,390.0,0,0
5354,2207100405,98007,Bellevue,423000.0,423000.0,423000.0,244.50867052023122,0,0
5355,2207100635,98007,Bellevue,419900.0,419900.0,419900.0,289.58620689655174,0,0
5356,2207100650,98007,Bellevue,499990.0,499990.0,499990.0,306.74233128834356,0,0
5357,2207100740,98007,Bellevue,463000.0,463000.0,463000.0,370.4,0,0
5358,2207200405,98007,Bellevue,460000.0,460000.0,460000.0,240.83769633507853,0,0
5351,2207000060,98006,Bellevue,500000.0,500000.0,500000.0,255.10204081632654,0,0
5359,2207200455,98007,Bellevue,585000.0,585000.0,585000.0,311.17021276595744,0,0
5361,2207200635,98007,Bellevue,439800.0,439800.0,439800.0,392.67857142857144,0,0
5362,2207200675,98007,Bellevue,419000.0,419000.0,419000.0,266.8789808917197,0,0
5363,2207200820,98007,Bellevue,413107.0,413107.0,413107.0,290.9204225352113,0,0
5364,2207500200,98102,Seattle,615000.0,615000.0,615000.0,320.3125,0,0
5365,2207500695,98102,Seattle,1015000.0,1015000.0,1015000.0,342.9054054054054,0,0
5366,2207500880,98102,Seattle,690000.0,690000.0,690000.0,436.7088607594937,0,0
5367,2210500019,98039,Medina,937500.0,937500.0,937500.0,710.2272727272727,0,0
5360,2207200520,98007,Bellevue,425000.0,425000.0,425000.0,438.1443298969072,0,0
5350,2206900065,98006,Bellevue,380000.0,380000.0,380000.0,265.73426573426576,0,0
5349,2206700295,98006,Bellevue,453000.0,453000.0,453000.0,374.3801652892562,0,0
5287,2193300390,98052,Redmond,624000.0,624000.0,624000.0,222.06405693950177,0,0
5369,2211700160,98006,Bellevue,450000.0,450000.0,450000.0,254.23728813559322,0,0
5371,2212200050,98031,Kent,255000.0,255000.0,255000.0,154.54545454545453,0,0
5474,2251500270,98074,Sammamish,700000.0,700000.0,700000.0,260.2230483271375,0,0
5374,2212200270,98031,Kent,300000.0,300000.0,300000.0,173.41040462427745,0,0
5375,2212200500,98031,Kent,269500.0,269500.0,269500.0,146.4673913043478,0,0
5376,2212210360,98031,Kent,253000.0,253000.0,253000.0,193.12977099236642,0,0
5377,2212210660,98031,Kent,204000.0,204000.0,204000.0,139.72602739726028,0,0
5378,2212250080,98006,Bellevue,592100.0,592100.0,592100.0,256.32034632034635,0,0
5379,2212500430,98092,Auburn,323000.0,323000.0,323000.0,129.2,0,0
5380,2212600040,98092,Auburn,229500.0,229500.0,229500.0,129.66101694915255,0,0
5373,2212200100,98031,Kent,344900.0,344900.0,344900.0,160.41860465116278,0,0
5381,2212600100,98092,Auburn,370000.0,370000.0,370000.0,117.46031746031746,0,0
5383,2212900180,98042,Kent,220000.0,220000.0,220000.0,178.8617886178862,0,0
5384,2212900470,98042,Kent,186000.0,186000.0,186000.0,155.0,0,0
5385,2212900920,98042,Kent,215000.0,215000.0,215000.0,133.54037267080744,0,0
5386,2212901010,98042,Kent,229950.0,229950.0,229950.0,196.53846153846155,0,0
5387,2212901130,98042,Kent,210000.0,210000.0,210000.0,170.73170731707316,0,0
5388,2213000030,98004,Bellevue,1264000.0,1264000.0,1264000.0,362.1776504297994,0,0
5409,2215901310,98038,Maple Valley,303500.0,303500.0,303500.0,158.07291666666666,0,0
5382,2212700180,98092,Auburn,260000.0,260000.0,260000.0,178.08219178082192,0,0
5370,2211700290,98006,Bellevue,538000.0,538000.0,538000.0,269.0,0,0
5372,2212200090,98031,Kent,215000.0,215000.0,215000.0,133.54037267080744,0,0
5390,2214800170,98001,Auburn,295000.0,295000.0,295000.0,152.06185567010309,0,0
5395,2215450100,98030,Kent,330000.0,330000.0,330000.0,147.32142857142858,0,0
5396,2215450150,98030,Kent,322000.0,322000.0,322000.0,141.2280701754386,0,0
5397,2215500080,98115,Seattle,580000.0,580000.0,580000.0,298.96907216494844,0,0
5398,2215500205,98115,Seattle,600000.0,600000.0,600000.0,319.1489361702128,0,0
5399,2215500220,98115,Seattle,525000.0,525000.0,525000.0,332.27848101265823,0,0
5392,2214800630,98001,Auburn,239950.0,239950.0,239950.0,153.81410256410257,0,0
5400,2215500230,98115,Seattle,615750.0,615750.0,615750.0,287.73364485981307,0,0
5389,2214800110,98001,Auburn,259900.0,259900.0,259900.0,166.60256410256412,0,0
5402,2215900180,98038,Maple Valley,270000.0,270000.0,270000.0,159.76331360946745,0,0
5404,2215900800,98038,Maple Valley,290000.0,290000.0,290000.0,145.0,0,0
5405,2215900900,98038,Maple Valley,295000.0,295000.0,295000.0,174.55621301775147,0,0
5406,2215900930,98038,Maple Valley,225000.0,225000.0,225000.0,112.5,0,0
5407,2215901190,98038,Maple Valley,254000.0,254000.0,254000.0,171.6216216216216,0,0
5408,2215901230,98038,Maple Valley,254000.0,254000.0,254000.0,172.7891156462585,0,0
5401,2215800050,98053,Redmond,785000.0,785000.0,785000.0,228.19767441860466,0,0
5391,2214800270,98001,Auburn,355000.0,355000.0,355000.0,128.15884476534296,0,0
5403,2215900410,98038,Maple Valley,323000.0,323000.0,323000.0,161.5,0,0
5410,2215901650,98038,Maple Valley,350000.0,350000.0,350000.0,163.55140186915887,0,0
5412,2215902010,98038,Maple Valley,275000.0,275000.0,275000.0,171.875,0,0
5434,2223089053,98045,North Bend,440000.0,440000.0,440000.0,261.9047619047619,0,0
5415,2220069196,98022,Enumclaw,253500.0,253500.0,253500.0,207.78688524590163,0,0
5416,2220069203,98022,Enumclaw,379500.0,379500.0,379500.0,179.00943396226415,0,0
5417,2221000070,98058,Renton,280000.0,280000.0,280000.0,176.1006289308176,0,0
5418,2221000100,98058,Renton,310000.0,310000.0,310000.0,168.47826086956522,0,0
5419,2221800080,98030,Kent,312500.0,312500.0,312500.0,144.67592592592592,0,0
5420,2222039011,98070,Vashon,480000.0,480000.0,480000.0,230.76923076923077,0,0
5421,2222049108,98032,Kent,227000.0,227000.0,227000.0,200.8849557522124,0,0
5414,2218000390,98105,Seattle,580000.0,580000.0,580000.0,281.5533980582524,0,0
5422,2222059052,98042,Kent,370950.0,370950.0,370950.0,146.6785290628707,0,0
5424,2222059065,98042,Kent,297000.0,297000.0,297000.0,153.09278350515464,0,0
5425,2222059099,98042,Kent,215000.0,215000.0,215000.0,173.38709677419354,0,0
5426,2222059154,98042,Kent,407000.0,407000.0,407000.0,139.05022207037922,0,0
5427,2222900082,98133,Seattle,449500.0,449500.0,449500.0,253.954802259887,0,0
5428,2223059052,98058,Renton,231000.0,231000.0,231000.0,150.98039215686273,0,0
5429,2223059053,98058,Renton,230000.0,230000.0,230000.0,287.5,0,0
5411,2215901840,98038,Maple Valley,199000.0,199000.0,199000.0,113.71428571428571,0,0
5423,2222059064,98042,Kent,285000.0,285000.0,285000.0,152.40641711229947,0,0
5413,2218000335,98105,Seattle,530000.0,530000.0,530000.0,401.5151515151515,0,0
5430,2223059099,98058,Renton,284000.0,284000.0,284000.0,189.33333333333334,0,0
5431,2223069112,98027,Issaquah,465000.0,465000.0,465000.0,181.640625,0,0
5435,2224069109,98029,Issaquah,1050000.0,1050000.0,1050000.0,358.3617747440273,0,0
5436,2224069165,98029,Issaquah,801000.0,801000.0,801000.0,243.46504559270517,0,0
5437,2224079001,98024,Fall City,625700.0,625700.0,625700.0,243.46303501945525,0,0
5438,2224079050,98024,Fall City,810000.0,810000.0,810000.0,203.5175879396985,0,0
5439,2224079086,98024,Fall City,520000.0,520000.0,520000.0,363.6363636363636,0,0
5440,2224700045,98133,Seattle,375000.0,375000.0,375000.0,197.3684210526316,0,0
5433,2223089048,98045,North Bend,356000.0,356000.0,356000.0,176.23762376237624,0,0
5441,2224700136,98133,Seattle,315000.0,315000.0,315000.0,242.30769230769232,0,0
5443,2225039103,98199,Seattle,1387800.0,1387800.0,1387800.0,559.5967741935484,0,0
5444,2225039130,98199,Seattle,957000.0,957000.0,957000.0,302.8481012658228,0,0
5445,2225059118,98005,Bellevue,949000.0,949000.0,949000.0,318.4563758389262,0,0
5446,2225059170,98005,Bellevue,1098000.0,1098000.0,1098000.0,308.4269662921348,0,0
5447,2225059240,98005,Bellevue,935000.0,935000.0,935000.0,296.8253968253968,0,0
5448,2225059273,98005,Bellevue,975000.0,975000.0,975000.0,178.24497257769653,0,0
5449,2225059336,98005,Bellevue,1150000.0,1150000.0,1150000.0,281.17359413202934,0,0
5442,2225039081,98199,Seattle,405000.0,405000.0,405000.0,421.875,0,0
5432,2223069120,98027,Issaquah,440000.0,440000.0,440000.0,157.14285714285714,0,0
5394,2215450060,98030,Kent,302495.0,302495.0,302495.0,137.49772727272727,0,0
5393,2214800730,98001,Auburn,287500.0,287500.0,287500.0,128.34821428571428,0,0
5450,2225069036,98074,Sammamish,925000.0,925000.0,925000.0,254.12087912087912,0,0
5451,2225069062,98074,Sammamish,552775.0,552775.0,552775.0,290.9342105263158,0,0
5456,2228900161,98133,Seattle,499950.0,499950.0,499950.0,173.59375,0,0
5457,2228900191,98133,Seattle,340000.0,340000.0,340000.0,195.4022988505747,0,0
5458,2228900195,98133,Seattle,556000.0,556000.0,556000.0,248.21428571428572,0,0
5459,2228900270,98133,Seattle,302000.0,302000.0,302000.0,299.009900990099,0,0
5460,2229900020,98133,Seattle,359950.0,359950.0,359950.0,190.44973544973544,0,0
5471,2249500367,98109,Seattle,736000.0,736000.0,736000.0,371.7171717171717,0,0
5461,2231000020,98133,Seattle,432500.0,432500.0,432500.0,224.09326424870466,0,0
5455,2227900040,98133,Seattle,300000.0,300000.0,300000.0,158.73015873015873,0,0
5463,2231800020,98133,Seattle,366000.0,366000.0,366000.0,181.1881188118812,0,0
5465,2239000011,98133,Seattle,500000.0,500000.0,500000.0,326.797385620915,0,0
5466,2239000016,98133,Seattle,324000.0,324000.0,324000.0,302.803738317757,0,0
5467,2239800070,98125,Seattle,417000.0,417000.0,417000.0,181.30434782608697,0,0
5468,2241700075,98155,Seattle,310000.0,310000.0,310000.0,262.7118644067797,0,0
5469,2248000080,98011,Bothell,385500.0,385500.0,385500.0,250.32467532467533,0,0
5462,2231500030,98133,Seattle,530000.0,530000.0,530000.0,243.11926605504587,0,0
5491,2260000210,98052,Redmond,565000.0,565000.0,565000.0,237.39495798319328,0,0
5464,2235000015,98126,Seattle,260600.0,260600.0,260600.0,321.7283950617284,0,0
5454,2226069018,98077,Not found,805000.0,805000.0,805000.0,203.2828282828283,0,0
5470,2249500059,98109,Seattle,550000.0,550000.0,550000.0,303.8674033149171,0,0
5472,2249800080,98056,Renton,445000.0,445000.0,445000.0,273.00613496932516,0,0
5475,2253200010,98056,Renton,390000.0,390000.0,390000.0,162.5,0,0
5476,2254100090,98056,Renton,887250.0,887250.0,887250.0,205.38194444444446,0,0
5477,2254501095,98122,Seattle,729999.0,729999.0,729999.0,447.8521472392638,0,0
5478,2254501335,98122,Seattle,591000.0,591000.0,591000.0,404.7945205479452,0,0
5479,2254501342,98122,Seattle,518000.0,518000.0,518000.0,454.3859649122807,0,0
5480,2254501440,98122,Seattle,546000.0,546000.0,546000.0,305.02793296089385,0,0
5473,2250000010,98155,Seattle,294450.0,294450.0,294450.0,210.32142857142858,0,0
5481,2254501620,98122,Seattle,500000.0,500000.0,500000.0,537.6344086021505,0,0
5483,2254502071,98122,Seattle,375000.0,375000.0,375000.0,500.0,0,0
5484,2254502445,98122,Seattle,385000.0,385000.0,385000.0,315.57377049180326,0,0
5485,2255500060,98122,Seattle,640000.0,640000.0,640000.0,367.81609195402297,0,0
5486,2255500123,98122,Seattle,747450.0,747450.0,747450.0,354.2417061611374,0,0
5487,2255500125,98122,Seattle,749950.0,749950.0,749950.0,373.1094527363184,0,0
5488,2256500005,98122,Seattle,612000.0,612000.0,612000.0,351.7241379310345,0,0
5489,2258500045,98122,Seattle,317500.0,317500.0,317500.0,317.5,0,0
5482,2254502070,98122,Seattle,512500.0,512500.0,512500.0,226.76991150442478,0,0
5490,2258500049,98122,Seattle,469000.0,469000.0,469000.0,493.6842105263158,0,0
5492,2260000340,98052,Redmond,700000.0,700000.0,700000.0,299.14529914529913,0,0
5312,2201500555,98006,Bellevue,385000.0,385000.0,385000.0,271.1267605633803,0,0
5493,2260800110,98027,Issaquah,777000.0,777000.0,777000.0,215.23545706371192,0,0
5516,2287000010,98040,Mercer Island,713400.0,713400.0,713400.0,394.1436464088398,0,0
5497,2264500890,98103,Seattle,712000.0,712000.0,712000.0,569.6,0,0
5498,2267000160,98117,Seattle,900000.0,900000.0,900000.0,756.3025210084033,0,0
5499,2267000453,98117,Seattle,415000.0,415000.0,415000.0,391.50943396226415,0,0
5500,2267000458,98117,Seattle,497000.0,497000.0,497000.0,407.37704918032784,0,0
5501,2267000485,98117,Seattle,635000.0,635000.0,635000.0,283.48214285714283,0,0
5502,2267000486,98117,Seattle,495000.0,495000.0,495000.0,321.42857142857144,0,0
5503,2267000730,98117,Seattle,545000.0,545000.0,545000.0,356.2091503267974,0,0
5496,2264500425,98103,Seattle,640000.0,640000.0,640000.0,363.6363636363636,0,0
5504,2268000050,98003,Federal Way,229900.0,229900.0,229900.0,227.62376237623764,0,0
5506,2268000370,98003,Federal Way,190000.0,190000.0,190000.0,208.7912087912088,0,0
5507,2268000470,98003,Federal Way,241500.0,241500.0,241500.0,172.5,0,0
5508,2268000500,98003,Federal Way,229900.0,229900.0,229900.0,159.65277777777777,0,0
5509,2268400350,98006,Bellevue,749000.0,749000.0,749000.0,438.01169590643275,0,0
5510,2270000070,98056,Renton,280000.0,280000.0,280000.0,179.48717948717947,0,0
5453,2225300585,98155,Seattle,370000.0,370000.0,370000.0,211.42857142857142,0,0
5452,2225300149,98155,Seattle,323000.0,323000.0,323000.0,224.30555555555554,0,0
5505,2268000180,98003,Federal Way,230000.0,230000.0,230000.0,184.0,0,0
5495,2264500350,98103,Seattle,615000.0,615000.0,615000.0,462.406015037594,0,0
5494,2260800170,98027,Issaquah,710000.0,710000.0,710000.0,226.8370607028754,0,0
5511,2273600250,98033,Kirkland,500000.0,500000.0,500000.0,318.47133757961785,0,0
5517,2287000030,98040,Mercer Island,811000.0,811000.0,811000.0,433.6898395721925,0,0
5518,2287000060,98040,Mercer Island,799000.0,799000.0,799000.0,373.3644859813084,0,0
5519,2287000280,98040,Mercer Island,705000.0,705000.0,705000.0,417.15976331360946,0,0
5520,2287000330,98040,Mercer Island,868500.0,868500.0,868500.0,348.7951807228916,0,0
5521,2287400030,98031,Kent,289659.0,289659.0,289659.0,128.16769911504426,0,0
5514,2273600460,98033,Kirkland,536000.0,536000.0,536000.0,350.3267973856209,0,0
5522,2287600035,98177,Seattle,595888.0,595888.0,595888.0,318.65668449197864,0,0
5524,2288000090,98040,Mercer Island,980000.0,980000.0,980000.0,433.62831858407077,0,0
5525,2288900140,98112,Seattle,1620000.0,1620000.0,1620000.0,464.18338108882523,0,0
5526,2291400236,98133,Seattle,363000.0,363000.0,363000.0,219.86674742580254,0,0
5527,2291400341,98133,Seattle,311600.0,311600.0,311600.0,229.45508100147276,0,0
5528,2291400342,98133,Seattle,280000.0,280000.0,280000.0,206.18556701030928,0,0
5529,2291400350,98133,Seattle,317000.0,317000.0,317000.0,233.43151693667158,0,0
5530,2291400566,98133,Seattle,375000.0,375000.0,375000.0,258.62068965517244,0,0
5523,2287600040,98177,Seattle,575000.0,575000.0,575000.0,235.65573770491804,0,0
5513,2273600410,98033,Kirkland,546000.0,546000.0,546000.0,356.8627450980392,0,0
5512,2273600260,98033,Kirkland,628000.0,628000.0,628000.0,365.1162790697674,0,0
5515,2274000026,98115,Seattle,353000.0,353000.0,353000.0,282.4,0,0
7808,3123049142,98166,Seattle,452000.0,452000.0,452000.0,173.84615384615384,0,0
5311,2201500490,98006,Bellevue,435000.0,435000.0,435000.0,457.89473684210526,0,0
5532,2291401425,98133,Seattle,485000.0,485000.0,485000.0,253.92670157068062,0,0
5537,2296700260,98034,Kirkland,460000.0,460000.0,460000.0,265.8959537572254,0,0
5538,2296700330,98034,Kirkland,515000.0,515000.0,515000.0,282.967032967033,0,0
5539,2296700470,98034,Kirkland,465000.0,465000.0,465000.0,214.28571428571428,0,0
5540,2297400020,98034,Kirkland,392000.0,392000.0,392000.0,218.99441340782124,0,0
5541,2297400090,98034,Kirkland,447000.0,447000.0,447000.0,319.2857142857143,0,0
5552,2309710070,98022,Enumclaw,280000.0,280000.0,280000.0,160.91954022988506,0,0
5542,2297400250,98034,Kirkland,445000.0,445000.0,445000.0,206.0185185185185,0,0
5536,2296700050,98034,Kirkland,475000.0,475000.0,475000.0,197.0954356846473,0,0
5544,2301400325,98117,Seattle,760000.0,760000.0,760000.0,419.88950276243094,0,0
5546,2301400540,98117,Seattle,734000.0,734000.0,734000.0,290.1185770750988,0,0
5547,2301400640,98117,Seattle,891000.0,891000.0,891000.0,382.40343347639487,0,0
5548,2301400655,98117,Seattle,775000.0,775000.0,775000.0,370.8133971291866,0,0
5549,2306400010,98103,Seattle,500000.0,500000.0,500000.0,446.42857142857144,0,0
5550,2306400040,98103,Seattle,604000.0,604000.0,604000.0,387.1794871794872,0,0
5543,2301400276,98117,Seattle,865000.0,865000.0,865000.0,343.25396825396825,0,0
5572,2310060040,98038,Maple Valley,240000.0,240000.0,240000.0,132.59668508287294,0,0
5545,2301400470,98117,Seattle,635000.0,635000.0,635000.0,415.0326797385621,0,0
5573,2310060230,98038,Maple Valley,272000.0,272000.0,272000.0,151.11111111111111,0,0
5535,2296500136,98056,Renton,839900.0,839900.0,839900.0,220.4461942257218,0,0
5553,2309710130,98022,Enumclaw,272000.0,272000.0,272000.0,145.45454545454547,0,0
5557,2310000250,98038,Maple Valley,190000.0,190000.0,190000.0,115.85365853658537,0,0
5558,2310000280,98038,Maple Valley,275000.0,275000.0,275000.0,169.7530864197531,0,0
5559,2310000380,98038,Maple Valley,269950.0,269950.0,269950.0,192.82142857142858,0,0
5560,2310000430,98038,Maple Valley,284000.0,284000.0,284000.0,179.74683544303798,0,0
5561,2310000440,98038,Maple Valley,279950.0,279950.0,279950.0,208.9179104477612,0,0
5554,2309710150,98022,Enumclaw,325000.0,325000.0,325000.0,116.07142857142857,0,0
5562,2310010050,98038,Maple Valley,274950.0,274950.0,274950.0,175.12738853503186,0,0
5551,2309000060,98056,Renton,641000.0,641000.0,641000.0,232.2463768115942,0,0
5564,2310030390,98038,Maple Valley,275000.0,275000.0,275000.0,233.05084745762713,0,0
5566,2310030500,98038,Maple Valley,263000.0,263000.0,263000.0,166.45569620253164,0,0
5567,2310030510,98038,Maple Valley,320000.0,320000.0,320000.0,206.4516129032258,0,0
5568,2310040020,98038,Maple Valley,365000.0,365000.0,365000.0,161.50442477876106,0,0
